y	x
0	it 's hard to imagine them getting better treatment than they 're already receiving
0	has failed for a decade now
1	the civilized world
1	excellent opportunity
0	hatred
1	would create
0	raved
1	main supporter
0	nor is the outcome illegitimate merely
0	well on his way
0	carnage
0	fears
1	tremendous amount of progress
0	forced him
0	sharp divisions
0	the biggest
0	misled by the smear campaign and information sabotage
0	axis of evil remark
0	are not guessing correctly about the dilemma of the chicken or the egg into which the argentine crisis has become converted
0	no support for
0	the brutality with which this closure was implemented was unheard of
0	attacking him with scathing criticisms
0	access of evil
0	accuses
1	hopes of prosecuting
1	advocate
0	creating the fertile soil
1	had taken serious steps to ensure the personal safety
0	not favored
0	tending to express itself outside of any institutional control
0	was boycotted
1	would be a positive development
0	does not look very good
0	accuses
1	would not be a bad idea
1	would be solved through peaceful means
1	a top priority
1	celebrated
1	hold in
1	that there is a future to be built
0	fearing
0	not in line with international standards
0	axis of evil
1	welcome
0	picking a quarrel
0	refuses to recognize
0	fiasco
1	freedom and independence
0	accept
1	proves this beyond the shadow of a doubt
1	beginning of a real era of peace
1	go into the streets en masse and defend and support
1	legitimate
0	commitments
1	expressed a mutual desire
0	gently balked
1	ending
1	strong support
0	irregularities
0	been picking on
1	persistent alignment
0	kill americans , get arrested , then get a pay raise from america
0	comprehensive destructive policy
0	axis of evil
1	wants
0	harm is not limited to the incident itself
1	consider
0	confronting itself
0	if painful
0	embark on trampling upon human rights of civilians
0	will only
1	competitiveness
0	feel very strongly
1	has an interest
0	state terrorism
0	biggest electoral fraud
1	stand with them in the same trench steadfastly
1	easier
1	have also agreed
1	support
1	asked
1	this agreement
1	suppress fury
0	acting arbitrarily
0	would be street demonstrations
0	posed a credible security threat
0	was slandering
0	to blame
1	had been tipped
0	such a failure
0	will allow
1	am very pleased
0	terror compound
0	accusing
0	illegally
1	sensible
0	damning report
0	not in conformity with
0	without having any knowledge of the realities
1	has been somehow respected
1	will
0	communicative compulsions of dancing to the tunes of evocative sound bytes
0	summarily dismissed
0	follow suit
0	greatest fear
0	deep unpopularity
0	intends to
1	free and fair
1	hoped
1	legitimate
0	invasive
0	uproar
0	worst showing ever
1	this objective
1	support or toleration
0	formidable deadlock
1	is based on mutual respect and understanding
0	this is no blind violence but rather targeted violence
0	wrongful
1	toasted
1	repeatedly guaranteed
0	unilateral policy does not identify any limits for itself
0	three or four separate references to the same incidents
0	encouragement
0	criticizes
1	strategic importance
0	crush
1	hope
0	a terrorist act
0	were worried
0	admitted
0	we will bury
0	destructive
0	rejection in response
0	thwarted
0	aggressively harping
0	bloated budget
1	will be able to handle any kind of incident
0	of instigating the looting to overthrow the government
1	spread peace
0	astounded
0	criticized
0	are especially critical
0	pejorative
0	denounced
0	rigged
0	totally dominated men deprived of the use of their senses
0	menace
1	expressed interest
1	strong support
0	by whatever means possible
1	well organized participation
0	angrily rejected
0	likely to grow
0	now more distant than before
1	support
1	opts
1	hope
0	avoid
1	welcomes
0	war maniacs
0	criticized
0	angry
0	suggestions
0	wait and see
0	stymied
0	formulate , implement , or benefit from policies that undermine or injure zimbabwe 's democratic institutions
0	nearly invisible
1	to support
0	the objections
0	firmly oppose
0	fail
1	a forerunner in the sphere of human rights in the world
0	tragic circus
0	major
0	arresting innocent citizens
0	compromising the image of the war against terrorism
0	it does not take a vivid imagination
0	through a crafty ruse
0	issued a statement denouncing
0	unfounded
0	had contested
0	warned
0	abandons
1	could be to steer soaring space station costs back toward earth
1	hope
0	condemned
0	criticism
0	conclusion also reached
0	is , day by day , becoming somewhat weak
0	voiced concern
1	a peaceful environment
1	must demand
0	disagree
0	would venture to assure
0	are worried
1	were supported by
1	greater elaboration
1	offer private recommendations
1	urged
0	meddling
0	pretended to be abiding by the decision
0	cages
0	unwarranted
0	mistake
0	actually went far enough
0	was surprised , to put it mildly
0	more severe
0	deserve justice and to be treated as war criminals
0	immediate trial for alleged crimes
0	difficult
0	been eaten by the minotaur
1	blessed
1	viable
0	humiliation
0	deep social polarization
0	attacks
0	concern raised
0	a rising tide of international criticism
1	holds so dear to his heart
1	the hope
0	were merely a shenanigan aimed at continuing with its policy of agression against us
0	are expected
0	not implemented in practice
1	through peaceful means
0	were intimidated
0	accused
0	willing to starve their people
1	our full support
0	unwarranted
0	and yet it was unable , despite all its forces , weapons , and measures , to achieve full and comprehensive quiet
1	used to boast
0	protesting
0	utmost suffering
0	continuing waste of human life
0	inhumanely
1	society ruled by law
0	labeling
0	sent packing
0	refuse
0	unstable situation
0	muslim fanatics
0	jeopardizing
0	under the excuse of fighting terrorism
1	reconciliation
1	continue to urge
0	worries
0	are masterminded
0	little support
0	unacceptable
1	content
0	to raise the problem
1	would not only serve zinni 's mission
0	intense legal wrangling
0	refused
0	disapprove
0	murderous hatred
0	axis of evil
1	benefited most
1	beseeched
1	the most magnificent
0	longest destructive war
0	just not possible
1	the euro , our currency
0	negative reactions
0	road that leads swiftly to the abyss
0	unbelievable provocation
0	says it should have a free hand to storm the palestinian areas assassinate or arrest palestinian citizens demolish homes , headquarters , and establishments uproot thousands of trees and besiege cities and villages as it likes
0	an ``axis of evil
0	will rise against
0	criticisms
1	actively contributed
1	good list
0	other so called civilized nations
0	frighten tourists and investors away
0	seriously flawed
0	state terrorism against its own citizens
0	unacceptable
0	is suspected
0	warning
0	a petty minded populist who had done great damage to his country 's economy
0	cheated
0	and worse than anything , it is an insult to the iranian nation
0	nothing practical
0	slaughtered
1	has encouraged
0	were opposed
0	they could be held responsible
0	symptom of the 23 years of war that has devastated afghanistan
1	however
1	africa is for africans
0	to protect their own interests
0	threats
0	lecturing
0	legal
0	preposterous
0	is harboring deep hatred
0	the disorder of a closed economy
1	the right direction
0	plans to kill
1	high
0	was repetitive
1	believes
0	contrary to all reason
1	palestinians' right to their own country
0	criticized
0	scourges and social ills
1	admiration
0	betrayal
0	continuing battle
1	want to cooperate
0	clamp down on freedom of expression and legitimate dissent
1	sufficiently patriotic
1	hope
1	considerable respect
0	to put it mildly
1	seeking benefits
0	antipathy
0	sent an official protest
0	for months
0	the distress
1	exemplary
0	ballot rigging
0	were seething
1	long term interest
1	watertight
1	face justice
0	the assassin
1	with full respect for
0	kneel in submission
0	polarisation , tension and incidents of violence and intimidation
1	expressed satisfaction
0	against terrorism
1	storm to victory
1	agreed
0	grudgingly agreed
1	gratitude
1	watertight
0	laden with threats
1	the legitimacy
0	botched coup
0	a pariah
1	briefly appeared to be abating
0	to destroy our traditional and glorious armed forces
0	worried
0	territorial ambition
0	it will be difficult
0	denunciation
1	hoped
1	gives the saudi government its due
0	dictatorial
0	attempts to suppress
0	threatening
0	vanquished
0	far less than
1	hailed
0	uncomfortable meeting
0	will remove you violently
0	undermine
0	might
1	seeks
1	to applaud everything
0	biased attitude
1	solidarity
1	is interested
0	a scandal
0	manichaean
0	not happy
1	is now promoting
0	craving for blood
0	collusive nexus
0	acting out of self interest
0	corruption
0	they 're a pain in the ass
1	fair
0	lambasted
0	took tolls of women and children
1	substantially free and fair
0	intervention of domestic affairs
0	imperialists
0	gratuitously destructive
1	return of balance
0	evil empire
0	scuzz
0	refused
0	fostering trade anarchy
1	approved
0	position and particular stance opposed to
0	degrade the human condition
0	do gooders
0	have denied
0	oppose
0	slams
1	solidarity
0	not even
0	to openly confront
0	stiff opposition
0	strategic competitor
0	falling victim
0	imposing constraints
0	the rights and privileges that they would automatically get under geneva convention
0	if that is what you can call them
0	extremist
0	concerned
0	openly embarked on the path of maneuvering for overseas aggression
1	good shape
0	discontent was running high
1	had the advantage for washington of weakening opec
0	day one brian decides it 's finally time to learn how to diaper the baby
0	us made israeli war machine
0	dramatic
1	support
0	playing soccer with their heads
0	oppose
0	prejudged
0	formidable supernatural powers
0	madness
0	unfairly
0	opprobrium
1	sending out a clear message of peace
0	goes against the facts
1	congratulate
1	have called for
0	crimes
0	israeli government does its utmost to hamper the peace process
1	would suit
0	and yet
0	rigged
1	democracy , transparency , and corruption free system
1	to win
1	genuinely democratic constitution enshrining universally recognised norms
1	triumphantly returned to power at the request of his own people
1	will help
1	become a major power
0	allegations
1	openly invited
0	a rebuttal
0	supposed to be
1	would promote
0	falsified
1	urged
1	have at least gone to the trouble
0	ghastly and barbaric
0	the sphere of its domination
1	was pleased
0	has renounced
0	badly
0	if i let it get to me
0	playing with fire
1	not in any way contrary
0	indulging in blood shed and their lunaticism
0	this is a question of
0	kept things vague
